MrBeast Gaming,Surviving against Chris is the real challenge
MrBeast Gaming,Legend says the Last guy that died is still waiting MrBeast to contact him and tell him that he won
MrBeast Gaming,Legends say that the person who won the challenge is still waiting for his prize.
MrBeast Gaming,I feel so bad for the innocent people who got knocked off by Jimmy and Chris
MrBeast Gaming,"jimmy casually ripping 10,000$ out of a random persons life and laughing while he does it"
MrBeast Gaming,Bro the last guy to who actually should’ve technically won must be really mad
MrBeast Gaming,<b>they don&#39;t know the lava will rise</b> 5 seconds later <b>the best part is that they have no idea that the lava rises</b>
MrBeast Gaming,I cant believe jimmy still doesnt know axes are stronger in java edition
MrBeast Gaming,"I feel so bad for the first place person, they should’ve at least gotten a runner up prizd"
MrBeast Gaming,The last guy who actually thought he won must be coming to this video and crying
MrBeast Gaming,You should make a 100 player natural disaster mode where every 3 minutes a random thing will happen like lava rising or acid rain
MrBeast Gaming,The fact that the video is exactly 10  minutes makes me so happy that I can’t breathe
MrBeast Gaming,"the last person to die: so, when is jimmy going to give me the reward           ( ten years later)                    I&#39;m still waiting for jimmy."
MrBeast Gaming,Thanks again for having me Beast. It was a true challenge starting in the hardest possible biome lol
MrBeast Gaming,Respect to the ocean for defending all the teams because they were put in the middle. Hands down great defence
MrBeast Gaming,The fact that the video title calls it “simulating civilization” but all they’re doing is just building up before fighting each other… That’s an unironically realistic representation of civilization.
MrBeast Gaming,"Fit defended the Ocean like a pro. I think if they focused a lot on archery and sent in a small squad to steal a team they would&#39;ve had it.<br>Edit: Turns out from Fit&#39;s video they couldn&#39;t use arrows, which is just stupid. This was unwinnable for Fit.<br>Edit 2: Turns out they did have a small strike team that was just never shown in this video because it didn&#39;t manage to capture any base. Unlucky honestly."
MrBeast Gaming,"Find it kinda poetic that Fit was being sandwiched for a good long while and his team <b>still</b> went down swinging. Knowing him, to say he has experience in Minecraft wars is an understatement."
MrBeast Gaming,"Good choice with Fit in the middle. It takes a 2b2t to be able to handle the chaos like that, and a damn good 2b player at that. Literally born for the role, great job!"
MrBeast Gaming,"Honestly props to Ocean, they literally defended against everyone at the same time. If Fit had been put in charge anywhere else, it probably would have been one sided lol."
MrBeast Gaming,Yes. You can have literally better cinematography in a minecraft video than in a mainstream film.
MrBeast Gaming,Can you do an actual civilization one one time? I&#39;m obsessed with the $5000 build of the village and kingdom and think it&#39;d be really cool to see you all build your own civilizations more than just the fighting
MrBeast Gaming,I would love to see this again with a bit more prep time and traps allowed.
MrBeast Gaming,"I like how by now, MrBeast has literally convinced his audience to promote his products for him 😂"
MrBeast Gaming,Was an amazing event to be a part of and participate!! Thanks for the opportunity!!
MrBeast Gaming,Still amazes me how about 26 hours worth of footage is condensed down into 8-9 minutes and it still stays just as energetic/engaging
MrBeast Gaming,This is probably the coolest thing I&#39;ve ever seen. I&#39;d love to watch more of this.
MrBeast Gaming,"This man always tries to do something and extra ordinary and make his audience feel excited for every next,love you"
MrBeast Gaming,"I was waiting for someone to infiltrate a base and they finally did. I&#39;m proud of them, they almost got it lol."
MrBeast Gaming,"Major props to the editor for this video, this would have been super difficult to edit!!!!"
MrBeast Gaming,"As a player in this event, this was definitely a LOT of chaos and fun! Awesome video!"
MrBeast Gaming,"One of the best thing about dude is that he never takes<br>credit for himself when he achieves something. He always<br>respect us, the audience and his team, and he is polite in<br>all his videos. We congratulate ourselves on this"
MrBeast Gaming,They are geniuses all the team of Mr Beast. I admire them very much. Let the SUCCESSES continue guys. Congratulations.
MrBeast Gaming,Literally the most epic Minecraft content I’ve ever seen.
MrBeast Gaming,I would LOVE to see more civilization-based contests
MrBeast Gaming,Once I saw FitMC. I lost it. Dude has super Minecraft knowledge
MrBeast Gaming,"Gotta admit i ran like a coward at the first attemp to attack Jungle, i still hear the scream of my Badland Comrades died behind me that day, that will hunt me in my dream.<br>o7 kachow ya’ll!"
MrBeast Gaming,would’ve loved to see more building action and/or a timelapse
MrBeast Gaming,"the final battle couldve been more interesting if forest took out ice first, then it would be an all out war of forest and jungle, deciding <b>which tree-thriving biome is the champion</b>"
MrBeast Gaming,I respect everyone who were involved in this. Seriously the best piece that I&#39;ve ever seen on YouTube. HATS OFF TO YOU ALL! LOVE YOUR VIDEOS!
MrBeast Gaming,Love your content man. Been watching your stuff for awhile and it&#39;s helped me get through my parents and brother passing away recently. Then had a few surgery&#39;s so I was in the hospital for a few days and just binging YouTube lol. Thanks for the content and the laughs
MrBeast Gaming,"Fit knows how to maximize every aspect of the game, as well as organizing chaotic groups of people. 2b2t has made him a Minecraft god."
MrBeast Gaming,"I love how Jimmy has been doing this for so long that he doesn’t even need to put the amount of money that people win in his video titles, that’s pretty cool"
MrBeast Gaming,Credit to Ocean for holding on that long despite being attacked from all sides.
MrBeast Gaming,"Respect to the ocean team, they had to defend their slime from all the teams all at one time"
MrBeast Gaming,Absolutely entertainment at its finest guys 👦!
MrBeast Gaming,If Fit was on any other team he would’ve dominated the event
MrBeast Gaming,In terms of laser one standing forect won but terms for most battle hardend monecraft players team ocean won the battle. They were the only ones to fend off really well against multiple teams and for that ocean deserves half the money the winner got $15000 to be precise. Fit mc you go man! Also my favorite line from the whole video goes to fit mc &quot;thats right were not giving up that easy&quot;
MrBeast Gaming,Thank you for making these videos! I&#39;ve had a tough past couple of years!
MrBeast Gaming,"Honestly props to Ocean, they literally defended against everyone at the same time. If Fit had been put in charge anywhere else, it probably would have been one sided lol.<br> <br><br><br><br><br>The fact that the video title calls it “simulating civilization” but all they’re doing is just building up before fighting each other… That’s an unironically realistic representation of civilization.<br><br>Fit defended the Ocean like a pro. I think if they focused a lot on archery and sent in a small squad to steal a team they would&#39;ve had it.<br>Edit: Turns out from Fit&#39;s video they couldn&#39;t use arrows, which is just stupid. This was unwinnable for Fit.<br>Edit 2: Turns out they did have a small strike team that was just never shown in this video because it didn&#39;t manage to capture any base. Unlucky honestly<br><br><br><br><br><br><br><br><br><br> Respect to the ocean for defending all the teams because they were put in the middle. Hands down great defence"
MrBeast Gaming,i swear mr beast is inspiring me all the time he started from the bottom and grew so big all across his channels Tryna grow my own channel and its been slow but i always watch his vids and the inspiration to keep going is always there<br>thanks for the entertaining content man
MrBeast Gaming,Fit did incredible considering  What he had. If he got any other biome he would&#39;ve won
MrBeast Gaming,I think a great idea would be to invite 1000 people into a Minecraft server and just see what they would do. Simply be observers. Cheers lads.
MrBeast Gaming,"I was wondering why there were no archers, till I realized they were probably on Peaceful. Itd be cool to have a row of archers defending your castle."
MrBeast Gaming,that was truly unexpected . wudo just came out of no where and he got it
MrBeast Gaming,"Ocean was man handling all the invaders, Fit and them could have thrashed the other teams if they landed a good biome"
MrBeast Gaming,"This was enjoyable to watch. I would like to see another one of these, where they have little resources, and can declare war and allies right away. They are just further away from each other. Just be interesting to see who does what. Like you can win with 1 ally, and see if anyone double crosses or does diplomacy well. Trading, etc."
MrBeast Gaming,"Honestly, I want to see him fight like a swarm of Wardens"
MrBeast Gaming,"This was more like &quot;1000 people simulate war&quot;. It was still good, but if you wanna simulate civilization then the end goal has to be different. Instead of &quot;kill everyone and be the last team standing&quot;, it should be something like &quot;be the first to make this many buildings&quot; or &quot;be the first to get to space&quot; or &quot;be the first to collect this many resources&quot;, or perhaps some combination"
MrBeast Gaming,"It would be so cool to have the battle of elements kingdoms, with fire being basically a land of lava, fire etc. and it&#39;s players having fire immunity effect, air being a land of really high, thin trees with thin bringes etc. and it&#39;s players having the slow fall potion effect, water being... Underwater and it&#39;s players breathing fire and earth having lots of soul sand and it&#39;s players having soul speed, also some no man&#39;s lands that are none of the elements."
MrBeast Gaming,I hope the people that did this concept first got credit. This also was more of just a big pvp match. There wasn’t a lot of “civilization” stuff. But fun none the less.
MrBeast Gaming,OK this was absolutely freaking epic! I love this idea!!!
MrBeast Gaming,Honestly I’m surprised people didn’t try make a faction type base those lava water bases were so annoying to break into
Youtuber,Comments
Markiplier,I love that since quarantine we are all watching is old games all over again. I also would love to see him replay this one.
Markiplier,"&quot;Ripley was apparently the only survivor of the Sevastopol incident. She later married, taking the name &quot;McClaren&quot;. Ripley died on December 23, 2178 at the age of 66 from cancer.&quot;<br><br>I&#39;m not surprised, all the exposure she faced on (and off) that station to fuck knows what, cancer was definitely plausible. Glad she got the chance to live a full life after all that. :D"
