,Youtuber,Comments,Word Count,Char Length,Polarity Scores,Emotion
211,MrBeast Gaming,lazar voting jimmy woke lazar early honestly mood it’s kind messed 10 hour time difference,15,90,"{'roberta_neg': 0.13079591, 'roberta_neu': 0.7906884, 'roberta_pos': 0.0785157}",1
213,MrBeast Gaming,gonna lie whole situation dream mrbeast got fangirl mind tingling,10,65,"{'roberta_neg': 0.41581628, 'roberta_neu': 0.53031504, 'roberta_pos': 0.053868707}",1
214,MrBeast Gaming,never thought would see mr beast wildcat jack together,9,54,"{'roberta_neg': 0.3659582, 'roberta_neu': 0.56775826, 'roberta_pos': 0.06628351}",1
216,MrBeast Gaming,jack “i’m almost done task”brbrlazar “i haven’t done single task 🙃”,11,67,"{'roberta_neg': 0.28340188, 'roberta_neu': 0.64380795, 'roberta_pos': 0.07279017}",1
217,MrBeast Gaming,love lazar wildcat creators i39ve watched past climbed far play people like dream mrbeast,14,89,"{'roberta_neg': 0.0061725504, 'roberta_neu': 0.08683605, 'roberta_pos': 0.90699136}",2
218,MrBeast Gaming,chandler silent mood lol,4,24,"{'roberta_neg': 0.06412516, 'roberta_neu': 0.7063893, 'roberta_pos': 0.22948554}",1
219,MrBeast Gaming,fact dream dani actually kinda similar facial structure,8,55,"{'roberta_neg': 0.009775609, 'roberta_neu': 0.8025083, 'roberta_pos': 0.18771617}",1
221,MrBeast Gaming,quotno one yeetedquot quote history,5,35,"{'roberta_neg': 0.28431344, 'roberta_neu': 0.67969406, 'roberta_pos': 0.035992518}",1
222,MrBeast Gaming,mrbeast “they voted reason”brdream “first time”,6,47,"{'roberta_neg': 0.22996344, 'roberta_neu': 0.67930776, 'roberta_pos': 0.090728775}",1
223,MrBeast Gaming,honestly adding jack lazar best thing happened channel,8,54,"{'roberta_neg': 0.007567785, 'roberta_neu': 0.13372934, 'roberta_pos': 0.85870284}",2
224,MrBeast Gaming,never thought would see mrbeast dream dani collab quarantine actually insane,11,76,"{'roberta_neg': 0.6032605, 'roberta_neu': 0.3441587, 'roberta_pos': 0.052580774}",0
225,MrBeast Gaming,like throw someone reason get shocked aren39t imposter,8,54,"{'roberta_neg': 0.43853873, 'roberta_neu': 0.5166656, 'roberta_pos': 0.044795673}",1
227,MrBeast Gaming,“i wanna see it’s like killed 3d”lazerbeam got laughing hard 😂,11,62,"{'roberta_neg': 0.042765237, 'roberta_neu': 0.48795012, 'roberta_pos': 0.46928465}",1
229,MrBeast Gaming,huge props lazar wearing mav gear,6,33,"{'roberta_neg': 0.03831955, 'roberta_neu': 0.6929705, 'roberta_pos': 0.26871}",1
231,MrBeast Gaming,i39m happy dani finally getting attention deserves,7,50,"{'roberta_neg': 0.0014835887, 'roberta_neu': 0.039253578, 'roberta_pos': 0.95926285}",2
235,MrBeast Gaming,don’t normally watch entire ad mrbeast deserves,7,47,"{'roberta_neg': 0.5402423, 'roberta_neu': 0.43014368, 'roberta_pos': 0.029613962}",0
237,MrBeast Gaming,love wildcat impostor,3,21,"{'roberta_neg': 0.033172384, 'roberta_neu': 0.20421134, 'roberta_pos': 0.7626163}",2
240,MrBeast Gaming,chandler dosent get imposter among us bralso chandler gets imposter lot 3d among us,14,83,"{'roberta_neg': 0.16926548, 'roberta_neu': 0.79173625, 'roberta_pos': 0.038998336}",1
241,MrBeast Gaming,like dani said trust jack like jack says thank,9,46,"{'roberta_neg': 0.070217125, 'roberta_neu': 0.8331655, 'roberta_pos': 0.09661732}",1
243,MrBeast Gaming,petition karl chandler chris jimmy survival series,7,50,"{'roberta_neg': 0.036349088, 'roberta_neu': 0.91474354, 'roberta_pos': 0.04890739}",1
245,MrBeast Gaming,one gonna talk george said quotthere way gets away itquotbrat perfect time dream jimmy thing,15,92,"{'roberta_neg': 0.026359286, 'roberta_neu': 0.6282921, 'roberta_pos': 0.34534854}",1
247,MrBeast Gaming,imagine playing vr,3,18,"{'roberta_neg': 0.09183289, 'roberta_neu': 0.81334907, 'roberta_pos': 0.09481801}",1
248,MrBeast Gaming,love completely ignores dani lol,5,32,"{'roberta_neg': 0.21083763, 'roberta_neu': 0.62853146, 'roberta_pos': 0.16063093}",1
250,MrBeast Gaming,let’s take moment appreciate video exactly 10 minutes long,9,58,"{'roberta_neg': 0.0446331, 'roberta_neu': 0.5802383, 'roberta_pos': 0.37512857}",1
251,MrBeast Gaming,chris humor perfect example dad kid rolls eyes friend thinks hilarious 😂,12,72,"{'roberta_neg': 0.0051623443, 'roberta_neu': 0.081532575, 'roberta_pos': 0.9133051}",2
252,MrBeast Gaming,jimmy chris39s friendship good say deep person notices without even seeing,11,74,"{'roberta_neg': 0.014767942, 'roberta_neu': 0.21526214, 'roberta_pos': 0.7699699}",2
253,MrBeast Gaming,legends say mrbeast never even spoke first place contestant leaving complete confusion day,13,90,"{'roberta_neg': 0.81499285, 'roberta_neu': 0.1771433, 'roberta_pos': 0.007863914}",0
254,MrBeast Gaming,last person survived waiting jimmy hand 10000 told didn’t win,10,61,"{'roberta_neg': 0.38109577, 'roberta_neu': 0.5813748, 'roberta_pos': 0.037529454}",1
256,MrBeast Gaming,imagine winning challenge told runner gets prize,7,48,"{'roberta_neg': 0.047781024, 'roberta_neu': 0.66883826, 'roberta_pos': 0.28338078}",1
257,MrBeast Gaming,moral story want win stay 100km away jimmy,8,42,"{'roberta_neg': 0.3116274, 'roberta_neu': 0.6154367, 'roberta_pos': 0.0729359}",1
258,MrBeast Gaming,love every video jimmy makes always reminds people friends whoever wins gets prize,13,82,"{'roberta_neg': 0.0018006437, 'roberta_neu': 0.018683719, 'roberta_pos': 0.9795156}",2
259,MrBeast Gaming,imagine waiting long make mrbeast video win learn get nothing,10,61,"{'roberta_neg': 0.5301706, 'roberta_neu': 0.41984096, 'roberta_pos': 0.049988434}",0
260,MrBeast Gaming,love chris jimmy act like idiots together spectating everyone stressing challenge,11,81,"{'roberta_neg': 0.45980415, 'roberta_neu': 0.3849818, 'roberta_pos': 0.15521401}",0
261,MrBeast Gaming,imagine last die getting nothing,5,32,"{'roberta_neg': 0.6859797, 'roberta_neu': 0.29474282, 'roberta_pos': 0.019277437}",0
262,MrBeast Gaming,winbrstep 1 don39t attract attention chris jimmy,7,48,"{'roberta_neg': 0.4294571, 'roberta_neu': 0.5341929, 'roberta_pos': 0.03635003}",1
263,MrBeast Gaming,feel bad person actually survived longest,6,41,"{'roberta_neg': 0.40901706, 'roberta_neu': 0.4804307, 'roberta_pos': 0.11055223}",1
264,MrBeast Gaming,although impossible without nether ultimate strategy make bunch fire resistance potions,11,87,"{'roberta_neg': 0.17615737, 'roberta_neu': 0.7478648, 'roberta_pos': 0.07597782}",1
265,MrBeast Gaming,imagine kid 1st place waiting jimmy add call😂,8,45,"{'roberta_neg': 0.0929115, 'roberta_neu': 0.7848978, 'roberta_pos': 0.12219065}",1
267,MrBeast Gaming,mr beast bunch completely random people playing brkarl chandler that’s random peoplebrmr beast yes brbrbrlol,15,108,"{'roberta_neg': 0.11035384, 'roberta_neu': 0.7635657, 'roberta_pos': 0.12608044}",1
268,MrBeast Gaming,okay feel bad guy died last probably hyped saw 2 died,11,53,"{'roberta_neg': 0.9233855, 'roberta_neu': 0.072835356, 'roberta_pos': 0.0037791142}",0
270,MrBeast Gaming,loved chris casually alpaca half video lol,7,42,"{'roberta_neg': 0.0022722252, 'roberta_neu': 0.02976422, 'roberta_pos': 0.9679635}",2
272,MrBeast Gaming,first place guy still waiting jimmy join chat tell,9,50,"{'roberta_neg': 0.0432726, 'roberta_neu': 0.87047064, 'roberta_pos': 0.08625675}",1
273,MrBeast Gaming,legend says last person still waiting prize,7,43,"{'roberta_neg': 0.14893544, 'roberta_neu': 0.81294787, 'roberta_pos': 0.03811671}",1
274,MrBeast Gaming,petition jimmy karl chris chandler make survival series,8,55,"{'roberta_neg': 0.031230025, 'roberta_neu': 0.9071592, 'roberta_pos': 0.06161077}",1
275,MrBeast Gaming,appreciate video exactly 10 minutes long,6,40,"{'roberta_neg': 0.004809368, 'roberta_neu': 0.07822312, 'roberta_pos': 0.9169676}",2
276,MrBeast Gaming,imagine person waiting mr beast add call give money,9,51,"{'roberta_neg': 0.16022092, 'roberta_neu': 0.79756767, 'roberta_pos': 0.04221139}",1
277,MrBeast Gaming,imagine subway employee seeing 10000 gift card😂😂😂,7,49,"{'roberta_neg': 0.17897864, 'roberta_neu': 0.6081619, 'roberta_pos': 0.21285945}",1
279,MrBeast Gaming,guy came first probably happy thought one called discord would changed😢,11,71,"{'roberta_neg': 0.034982976, 'roberta_neu': 0.36219427, 'roberta_pos': 0.6028228}",2
281,MrBeast Gaming,“chicken cheese”brbruh karl’s face end 🤣🤣🤣,6,42,"{'roberta_neg': 0.23787339, 'roberta_neu': 0.6153586, 'roberta_pos': 0.14676802}",1
282,MrBeast Gaming,thumbnail jimmy high ground,4,27,"{'roberta_neg': 0.042732943, 'roberta_neu': 0.87153053, 'roberta_pos': 0.085736476}",1
284,MrBeast Gaming,imagine last guy get told didn39t win 💀,8,39,"{'roberta_neg': 0.62470245, 'roberta_neu': 0.34380674, 'roberta_pos': 0.031490784}",0
285,MrBeast Gaming,chandler look smarter glassses,4,30,"{'roberta_neg': 0.14715287, 'roberta_neu': 0.5830238, 'roberta_pos': 0.2698234}",1
287,MrBeast Gaming,surviving chris real challenge,4,30,"{'roberta_neg': 0.030758759, 'roberta_neu': 0.8358459, 'roberta_pos': 0.13339537}",1
288,MrBeast Gaming,legend says last guy died still waiting mrbeast contact tell,10,60,"{'roberta_neg': 0.3963965, 'roberta_neu': 0.58933014, 'roberta_pos': 0.0142733455}",1
289,MrBeast Gaming,legends say person challenge still waiting prize,7,48,"{'roberta_neg': 0.14720921, 'roberta_neu': 0.82121044, 'roberta_pos': 0.0315803}",1
290,MrBeast Gaming,feel bad innocent people got knocked jimmy chris,8,48,"{'roberta_neg': 0.87569016, 'roberta_neu': 0.11723972, 'roberta_pos': 0.007070128}",0
291,MrBeast Gaming,jimmy casually ripping 10000 random persons life laughing,8,57,"{'roberta_neg': 0.5002483, 'roberta_neu': 0.44666463, 'roberta_pos': 0.053087056}",0
293,MrBeast Gaming,bthey don39t know lava riseb 5 seconds later bthe best part idea lava risesb,14,76,"{'roberta_neg': 0.10349056, 'roberta_neu': 0.48832938, 'roberta_pos': 0.40818012}",1
294,MrBeast Gaming,cant believe jimmy still doesnt know axes stronger java edition,10,63,"{'roberta_neg': 0.6266953, 'roberta_neu': 0.33796567, 'roberta_pos': 0.035339072}",0
295,MrBeast Gaming,feel bad first place person should’ve least gotten runner prizd,10,63,"{'roberta_neg': 0.8139813, 'roberta_neu': 0.17418128, 'roberta_pos': 0.011837395}",0
296,MrBeast Gaming,last guy actually thought must coming video crying,8,50,"{'roberta_neg': 0.3696591, 'roberta_neu': 0.58107966, 'roberta_pos': 0.049261242}",1
297,MrBeast Gaming,make 100 player natural disaster mode every 3 minutes random thing happen like lava rising acid rain,17,100,"{'roberta_neg': 0.4063982, 'roberta_neu': 0.5620961, 'roberta_pos': 0.031505685}",1
298,MrBeast Gaming,fact video exactly 10 minutes makes happy can’t breathe,9,55,"{'roberta_neg': 0.011535281, 'roberta_neu': 0.083118245, 'roberta_pos': 0.90534645}",2
299,MrBeast Gaming,last person die jimmy going give reward ten years later i39m still waiting jimmy,14,80,"{'roberta_neg': 0.2522746, 'roberta_neu': 0.66648555, 'roberta_pos': 0.08123983}",1
300,MrBeast Gaming,thanks beast true challenge starting hardest possible biome lol,9,63,"{'roberta_neg': 0.025824001, 'roberta_neu': 0.34296083, 'roberta_pos': 0.63121516}",2
301,MrBeast Gaming,respect ocean defending teams put middle hands great defence,9,60,"{'roberta_neg': 0.025183834, 'roberta_neu': 0.32409072, 'roberta_pos': 0.6507254}",2
303,MrBeast Gaming,fit defended ocean like pro think focused lot archery sent small squad steal team would39ve itbredit turns fit39s video couldn39t use arrows stupid unwinnable fitbredit 2 turns small strike team never shown video didn39t manage capture base unlucky honestly,39,257,"{'roberta_neg': 0.70300347, 'roberta_neu': 0.27321824, 'roberta_pos': 0.023778275}",0
305,MrBeast Gaming,good choice fit middle takes 2b2t able handle chaos like damn good 2b player literally born role great job,19,106,"{'roberta_neg': 0.020652937, 'roberta_neu': 0.113362685, 'roberta_pos': 0.8659844}",2
306,MrBeast Gaming,honestly props ocean literally defended everyone time fit put charge anywhere else probably would one sided lol,17,111,"{'roberta_neg': 0.085320555, 'roberta_neu': 0.66513973, 'roberta_pos': 0.24953966}",1
309,MrBeast Gaming,would love see bit prep time traps allowed,8,42,"{'roberta_neg': 0.056401636, 'roberta_neu': 0.54827875, 'roberta_pos': 0.39531964}",1
310,MrBeast Gaming,like mrbeast literally convinced audience promote products 😂,8,60,"{'roberta_neg': 0.09768496, 'roberta_neu': 0.6575382, 'roberta_pos': 0.24477689}",1
313,MrBeast Gaming,probably coolest thing i39ve ever seen i39d love watch,9,54,"{'roberta_neg': 0.0019257733, 'roberta_neu': 0.013823318, 'roberta_pos': 0.9842509}",2
314,MrBeast Gaming,man always tries something extra ordinary make audience feel excited every nextlove,12,83,"{'roberta_neg': 0.026940223, 'roberta_neu': 0.23314337, 'roberta_pos': 0.7399164}",2
315,MrBeast Gaming,waiting someone infiltrate base finally i39m proud almost got lol,10,65,"{'roberta_neg': 0.006515828, 'roberta_neu': 0.1553231, 'roberta_pos': 0.8381611}",2
316,MrBeast Gaming,major props editor video would super difficult edit,8,51,"{'roberta_neg': 0.6283805, 'roberta_neu': 0.3350103, 'roberta_pos': 0.0366093}",0
317,MrBeast Gaming,player event definitely lot chaos fun awesome video,8,51,"{'roberta_neg': 0.0025943953, 'roberta_neu': 0.016853781, 'roberta_pos': 0.98055184}",2
320,MrBeast Gaming,literally epic minecraft content i’ve ever seen,7,47,"{'roberta_neg': 0.020873828, 'roberta_neu': 0.2503865, 'roberta_pos': 0.7287396}",2
322,MrBeast Gaming,saw fitmc lost dude super minecraft knowledge,7,45,"{'roberta_neg': 0.094631866, 'roberta_neu': 0.61591333, 'roberta_pos': 0.28945485}",1
323,MrBeast Gaming,gotta admit ran like coward first attemp attack jungle still hear scream badland comrades died behind day hunt dreambro7 kachow ya’ll,21,133,"{'roberta_neg': 0.74168944, 'roberta_neu': 0.24523, 'roberta_pos': 0.0130805895}",0
324,MrBeast Gaming,would’ve loved see building action andor timelapse,7,50,"{'roberta_neg': 0.005488166, 'roberta_neu': 0.10722035, 'roberta_pos': 0.8872915}",2
326,MrBeast Gaming,respect everyone involved seriously best piece i39ve ever seen youtube hats love videos,13,87,"{'roberta_neg': 0.006837484, 'roberta_neu': 0.040924445, 'roberta_pos': 0.9522381}",2
327,MrBeast Gaming,love content man watching stuff awhile it39s helped get parents brother passing away recently surgery39s hospital days binging youtube lol thanks content laughs,23,160,"{'roberta_neg': 0.0065210327, 'roberta_neu': 0.04974863, 'roberta_pos': 0.9437304}",2
328,MrBeast Gaming,fit knows maximize every aspect game well organizing chaotic groups people 2b2t made minecraft god,15,98,"{'roberta_neg': 0.0357214, 'roberta_neu': 0.54123276, 'roberta_pos': 0.42304584}",1
329,MrBeast Gaming,love jimmy long doesn’t even need put amount money people win video titles that’s pretty cool,16,93,"{'roberta_neg': 0.002273058, 'roberta_neu': 0.020761756, 'roberta_pos': 0.9769652}",2
330,MrBeast Gaming,credit ocean holding long despite attacked sides,7,48,"{'roberta_neg': 0.043233, 'roberta_neu': 0.74931604, 'roberta_pos': 0.20745103}",1
331,MrBeast Gaming,respect ocean team defend slime teams one time,8,46,"{'roberta_neg': 0.07647251, 'roberta_neu': 0.81716174, 'roberta_pos': 0.106365755}",1
333,MrBeast Gaming,fit team would’ve dominated event,5,33,"{'roberta_neg': 0.04434104, 'roberta_neu': 0.6914018, 'roberta_pos': 0.26425716}",1
334,MrBeast Gaming,terms laser one standing forect terms battle hardend monecraft players team ocean battle ones fend really well multiple teams ocean deserves half money winner got 15000 precise fit mc go man also favorite line whole video goes fit mc quotthats right giving easyquot,43,265,"{'roberta_neg': 0.0041515655, 'roberta_neu': 0.08565425, 'roberta_pos': 0.91019416}",2
335,MrBeast Gaming,thank making videos i39ve tough past couple years,8,49,"{'roberta_neg': 0.10005436, 'roberta_neu': 0.5395472, 'roberta_pos': 0.36039838}",1
339,MrBeast Gaming,think great idea would invite 1000 people minecraft server see would simply observers cheers lads,15,97,"{'roberta_neg': 0.0034296114, 'roberta_neu': 0.05182801, 'roberta_pos': 0.94474244}",2
340,MrBeast Gaming,wondering archers till realized probably peaceful itd cool row archers defending castle,12,87,"{'roberta_neg': 0.008094665, 'roberta_neu': 0.31471497, 'roberta_pos': 0.6771904}",2
341,MrBeast Gaming,truly unexpected wudo came got,5,30,"{'roberta_neg': 0.25188023, 'roberta_neu': 0.6812693, 'roberta_pos': 0.066850506}",1
342,MrBeast Gaming,ocean man handling invaders fit could thrashed teams landed good biome,11,70,"{'roberta_neg': 0.017845301, 'roberta_neu': 0.39141226, 'roberta_pos': 0.59074247}",2
344,MrBeast Gaming,honestly want see fight like swarm wardens,7,42,"{'roberta_neg': 0.072189264, 'roberta_neu': 0.8266545, 'roberta_pos': 0.101156235}",1
346,MrBeast Gaming,would cool battle elements kingdoms fire basically land lava fire etc it39s players fire immunity effect air land really high thin trees thin bringes etc it39s players slow fall potion effect water underwater it39s players breathing fire earth lots soul sand it39s players soul speed also man39s lands none elements,50,315,"{'roberta_neg': 0.039645303, 'roberta_neu': 0.70334256, 'roberta_pos': 0.2570121}",1
348,MrBeast Gaming,ok absolutely freaking epic love idea,6,37,"{'roberta_neg': 0.008263688, 'roberta_neu': 0.030955197, 'roberta_pos': 0.96078116}",2
349,MrBeast Gaming,honestly i’m surprised people didn’t try make faction type base lava water bases annoying break,15,95,"{'roberta_neg': 0.7131673, 'roberta_neu': 0.2614833, 'roberta_pos': 0.025349328}",0
350,Youtuber,comments,1,8,"{'roberta_neg': 0.18648346, 'roberta_neu': 0.6851768, 'roberta_pos': 0.12833972}",1
351,Markiplier,love since quarantine watching old games also would love see replay one,12,71,"{'roberta_neg': 0.004277451, 'roberta_neu': 0.0674265, 'roberta_pos': 0.9282961}",2
353,Markiplier,still amazes mark barely used motion sensor lockers hide throughout 14 hour series,13,82,"{'roberta_neg': 0.08767983, 'roberta_neu': 0.669897, 'roberta_pos': 0.24242312}",1
354,Markiplier,markiplier feel like aliens around mebralien 1 lets get alien 2 lets wait dramatic effect,15,89,"{'roberta_neg': 0.27451676, 'roberta_neu': 0.65233606, 'roberta_pos': 0.0731472}",1
359,Markiplier,low key noisemaker mvp series,5,29,"{'roberta_neg': 0.09611406, 'roberta_neu': 0.84240997, 'roberta_pos': 0.061476}",1
360,Markiplier,record doubt single person still alive sevastopol besides ripley time destroyed,11,79,"{'roberta_neg': 0.66022485, 'roberta_neu': 0.32606992, 'roberta_pos': 0.013705245}",0
361,Markiplier,love put cameo voice log dallas mark like quotwhyd give thatquot knowing cameo,13,78,"{'roberta_neg': 0.04115976, 'roberta_neu': 0.6418597, 'roberta_pos': 0.31698054}",1
